KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,693.23,479.10 (-30.9 %),549.87 (-20.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),70.76 (+10.2 %)
Energy bought (kWh),3203.1,2924.6 (-8.7 %),3192.4 (-0.3 %)
Energy sold (kWh),493.6,107.2 (-78.3 %),380.9 (-22.8 %)
