KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,461.66,423.88 (-8.2 %),445.60 (-3.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),21.72 (+4.7 %)
Energy bought (kWh),5669.5,5154.6 (-9.1 %),5506.0 (-2.9 %)
Energy sold (kWh),591.3,16.0 (-97.3 %),367.8 (-37.8 %)
