KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,909.52,680.68 (-25.2 %),764.21 (-16.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),83.53 (+9.2 %)
Energy bought (kWh),4534.2,4389.1 (-3.2 %),4884.7 (+7.7 %)
Energy sold (kWh),274.7,11.8 (-95.7 %),502.2 (+82.8 %)
