KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,2374.06,2057.80 (-13.3 %),2144.79 (-9.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),86.99 (+3.7 %)
Energy bought (kWh),12190.6,11971.8 (-1.8 %),12697.5 (+4.2 %)
Energy sold (kWh),382.5,6.9 (-98.2 %),699.1 (+82.8 %)
