KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.63,387.48 (-9.2 %),431.66 (+1.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),44.19 (+10.4 %)
Energy bought (kWh),5965.7,5532.7 (-7.3 %),6271.0 (+5.1 %)
Energy sold (kWh),2546.2,1955.4 (-23.2 %),2683.9 (+5.4 %)
