KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,304.47,284.13 (-6.7 %),300.51 (-1.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),16.37 (+5.4 %)
Energy bought (kWh),3740.4,3494.0 (-6.6 %),3757.5 (+0.5 %)
Energy sold (kWh),285.4,12.3 (-95.7 %),273.0 (-4.3 %)
