KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1636.31,1343.94 (-17.9 %),1426.80 (-12.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),82.86 (+5.1 %)
Energy bought (kWh),8193.7,8030.3 (-2.0 %),8738.2 (+6.6 %)
Energy sold (kWh),321.3,9.8 (-97.0 %),681.1 (+112.0 %)
