KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,585.69,433.84 (-25.9 %),501.24 (-14.4 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),67.39 (+11.5 %)
Energy bought (kWh),3099.7,2750.8 (-11.3 %),3116.9 (+0.6 %)
Energy sold (kWh),455.3,22.4 (-95.1 %),386.9 (-15.0 %)
