KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,988.03,723.35 (-26.8 %),798.38 (-19.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),75.03 (+7.6 %)
Energy bought (kWh),4741.6,4390.9 (-7.4 %),4949.9 (+4.4 %)
Energy sold (kWh),554.7,71.4 (-87.1 %),609.6 (+9.9 %)
