KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1066.29,751.00 (-29.6 %),828.96 (-22.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),77.96 (+7.3 %)
Energy bought (kWh),5156.5,4713.7 (-8.6 %),5335.4 (+3.5 %)
Energy sold (kWh),603.5,8.6 (-98.6 %),622.0 (+3.1 %)
