KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,466.98,429.16 (-8.1 %),461.00 (-1.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),31.84 (+6.8 %)
Energy bought (kWh),5853.9,5273.8 (-9.9 %),5809.6 (-0.8 %)
Energy sold (kWh),712.2,65.1 (-90.9 %),631.2 (-11.4 %)
