KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,206.23,174.77 (-15.3 %),191.30 (-7.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),16.52 (+8.0 %)
Energy bought (kWh),2636.2,2182.7 (-17.2 %),2442.1 (-7.4 %)
Energy sold (kWh),530.0,25.6 (-95.2 %),284.5 (-46.3 %)
