KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,270.78,229.55 (-15.2 %),260.79 (-3.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),31.25 (+11.5 %)
Energy bought (kWh),3304.8,2712.9 (-17.9 %),3205.8 (-3.0 %)
Energy sold (kWh),723.4,66.4 (-90.8 %),560.0 (-22.6 %)
