KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,471.40,262.51 (-44.3 %),345.51 (-26.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),83.00 (+17.6 %)
Energy bought (kWh),2330.6,1677.5 (-28.0 %),2026.3 (-13.1 %)
Energy sold (kWh),782.1,21.4 (-97.3 %),367.9 (-53.0 %)
