KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1066.29,751.00 (-29.6 %),842.91 (-20.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),91.91 (+8.6 %)
Energy bought (kWh),5156.5,4713.7 (-8.6 %),5201.5 (+0.9 %)
Energy sold (kWh),603.5,8.6 (-98.6 %),512.4 (-15.1 %)
