KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,433.23,191.04 (-55.9 %),351.24 (-18.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),160.19 (+37.0 %)
Energy bought (kWh),3082.3,1673.1 (-45.7 %),3066.0 (-0.5 %)
Energy sold (kWh),2034.4,388.3 (-80.9 %),1763.0 (-13.3 %)
