KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,257.30,231.78 (-9.9 %),251.99 (-2.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),20.21 (+7.9 %)
Energy bought (kWh),3203.1,2853.5 (-10.9 %),3174.2 (-0.9 %)
Energy sold (kWh),493.6,106.0 (-78.5 %),434.4 (-12.0 %)
