KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,496.72,349.92 (-29.6 %),413.84 (-16.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),63.92 (+12.9 %)
Energy bought (kWh),2636.2,2206.6 (-16.3 %),2699.2 (+2.4 %)
Energy sold (kWh),530.0,19.7 (-96.3 %),485.7 (-8.4 %)
