KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,718.06,495.03 (-31.1 %),579.85 (-19.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),84.81 (+11.8 %)
Energy bought (kWh),3466.3,3155.0 (-9.0 %),3778.8 (+9.0 %)
Energy sold (kWh),467.3,42.5 (-90.9 %),651.3 (+39.4 %)
