KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,926.29,642.58 (-30.6 %),719.84 (-22.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),77.26 (+8.3 %)
Energy bought (kWh),4569.7,3968.3 (-13.2 %),4394.0 (-3.8 %)
Energy sold (kWh),768.3,26.2 (-96.6 %),451.5 (-41.2 %)
