KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,687.94,425.31 (-38.2 %),490.93 (-28.6 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),65.62 (+9.5 %)
Energy bought (kWh),3410.8,2651.8 (-22.3 %),2907.2 (-14.8 %)
Energy sold (kWh),906.3,18.2 (-98.0 %),278.8 (-69.2 %)
