Dataset,Household,Tariff,Capacity_kWh,Controller,Causal,Cost_EUR_Closed,Savings_EUR,No_Battery_EUR,Cost_EUR,Terminal_SOC_Adj_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Paket_ID,Peak_Reset,Agreed_Power
Fluvius_HP,5,Dinamični,5.0,no_battery,True,1955.3571018656005,0.0,1955.3571018656005,1955.3571018656005,0.0,1545.5092504149927,0.71681925,2.5,0.0,0.0,0.0,0.0,9968.576286000054,0.0,9.916,0.0,0,0.0,1.3944239616394043,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Dinamični,5.0,self_consumption,True,1955.6618774470928,-0.3047755814923221,1955.3571018656005,1955.2628929959008,0.39898445119201875,1545.4150415452928,0.71681925,0.0,0.0,2.375,0.0,0.0,9966.201286000056,0.0,9.916,0.475,0,0.0,1.380998134613037,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Dinamični,5.0,fixed_schedule,True,1947.612839164586,7.744262701014577,1955.3571018656005,1947.2138547133939,0.39898445119201875,1537.3660032628002,0.71681925,0.0,1923.2484210525727,1738.1066999999944,1923.2484210525727,0.0,10153.718007052703,0.0,9.916,347.6213399999989,0,5.551115123125783e-17,1.4092938899993896,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Dinamični,5.0,delayed_pv_charge,True,1955.6618774470928,-0.3047755814923221,1955.3571018656005,1955.2628929959008,0.39898445119201875,1545.4150415452928,0.71681925,0.0,0.0,2.375,0.0,0.0,9966.201286000056,0.0,9.916,0.475,0,0.0,1.3869686126708984,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Dinamični,5.0,price_threshold,True,1899.3298184178623,56.02728344773823,1955.3571018656005,1898.9308339666702,0.39898445119201875,1489.1212891620944,0.678512604,0.0,1452.6628808863857,1313.4032500000021,1452.6628808863857,0.0,10107.835916886479,0.0,9.916,262.6806500000004,0,1.3877787807814457e-17,1.3961939811706543,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Dinamični,5.0,price_rank_daily,True,1871.7105138372785,83.64658802832196,1955.3571018656005,1871.3115293860865,0.39898445119201875,1461.518729855501,0.66176733,0.0,1915.8864681439852,1731.4625375000007,1915.8864681439852,0.0,10153.000216644088,0.0,9.916,346.29250750000017,0,5.551115123125783e-17,1.4055180549621582,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Dinamični,5.0,peak_shaving,True,1953.6784829070807,1.6786189585197917,1955.3571018656005,1953.3876761600995,0.2908067469812456,1544.2566439594934,0.0,0.6778315789473623,61.38088614958275,57.1273097499985,61.38088614958275,0.0,9972.829862399696,0.0,9.656,11.4254619499997,0,0.0,1.415328025817871,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Dinamični,5.0,self_consumption_peak_shaving,True,1954.615043174503,0.7420586910975544,1955.3571018656005,1954.2365640042003,0.3784791703025461,1545.1055318035983,0.0,0.1284842105263153,55.136804892164264,52.01390641517816,55.136804892164264,0.0,9971.699184477093,0.0,9.656,10.402781283035633,0,0.0,1.4299211502075195,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Dinamični,5.0,price_oracle,False,1888.445758903163,66.9113429624374,1955.3571018656005,1888.046774451971,0.39898445119201875,1478.2372296473889,0.678512604,0.0,1647.8940941827782,1489.5994200000039,1647.8940941827782,0.0,10126.870960182898,0.0,9.916,297.91988400000076,0,5.551115123125783e-17,1.4105970859527588,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Dinamični,5.0,milp_full_period,False,1763.06376971416,192.2933321514406,1955.3571018656005,1763.06376971416,0.0,1353.9327375136024,0.0,2.500000012,2603.416784847961,2349.5836375000263,2603.416784847961,0.0,10615.655183348032,393.24575,9.916,469.91672750000527,1,7.77657929162956e-08,44.178972244262695,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Dinamični,10.0,no_battery,True,1955.3571018656005,0.0,1955.3571018656005,1955.3571018656005,0.0,1545.5092504149927,0.71681925,5.0,0.0,0.0,0.0,0.0,9968.576286000054,0.0,9.916,0.0,0,0.0,1.3745887279510498,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Dinamični,10.0,self_consumption,True,1955.9666608365849,-0.6095589709843807,1955.3571018656005,1955.1686919342008,0.7979689023840375,1545.3208404835927,0.71681925,0.0,0.0,4.75,0.0,0.0,9963.826286000052,0.0,9.916,0.475,0,0.0,1.3871331214904785,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Dinamični,10.0,fixed_schedule,True,1916.4503539216482,38.90674794395227,1955.3571018656005,1915.652385019264,0.7979689023840375,1505.8382525546986,0.683100264,0.0,3536.7813850414627,3196.695200000011,3536.7813850414627,0.0,10308.662471041616,0.0,9.916,319.6695200000011,0,1.1102230246251565e-16,1.4184746742248535,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Dinamični,10.0,delayed_pv_charge,True,1955.9666608365849,-0.6095589709843807,1955.3571018656005,1955.1686919342008,0.7979689023840375,1545.3208404835927,0.71681925,0.0,0.0,4.75,0.0,0.0,9963.826286000052,0.0,9.916,0.475,0,0.0,1.3851170539855957,GENI_SAMO_DINAMICNI,1m,prev1m_cyclic_unbounded
