Dataset,Household,Tariff,Capacity_kWh,Controller,Causal,Cost_EUR_Closed,Savings_EUR,No_Battery_EUR,Cost_EUR,Terminal_SOC_Adj_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Paket_ID,Peak_Reset,Agreed_Power
Fluvius,5,Redni 2T,5.0,no_battery,True,194.43315746659138,0.0,194.43315746659138,194.43315746659138,0.0,115.75162612539978,17.470711356000002,2.5,0.0,0.0,0.0,0.0,734.0019999999062,0.0,3.796,0.0,0,0.0,1.365393877029419,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,5.0,self_consumption,True,194.50185814401848,-0.06870067742710262,194.43315746659138,194.08822375559188,0.41363438842659517,115.40669241439981,17.470711356000002,0.0,0.0,2.3750000000000018,0.0,0.0,731.6269999999029,0.0,3.796,0.47500000000000037,0,0.0,1.3941318988800049,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,5.0,fixed_schedule,True,180.93910148735654,13.494055979234844,194.43315746659138,180.55019808131166,0.388903406044879,114.19106986859818,5.148308227699999,0.14947368421052454,637.8668891966755,577.9078674999013,637.8668891966755,0.0,793.9610216966682,0.0,2.779578947368421,115.58157349998025,0,1.734723475976807e-18,1.4000558853149414,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,5.0,delayed_pv_charge,True,194.50185814401848,-0.06870067742710262,194.43315746659138,194.08822375559188,0.41363438842659517,115.40669241439981,17.470711356000002,0.0,0.0,2.3750000000000018,0.0,0.0,731.6269999999029,0.0,3.796,0.47500000000000037,0,0.0,1.3891727924346924,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,5.0,price_threshold,True,178.40556378359855,16.02759368299283,194.43315746659138,178.80160782540153,-0.39604404180298,112.7265005627968,4.8642872775,4.893684210526316,477.80406094182723,428.94416499995634,477.80406094182723,0.0,782.8618959418202,0.0,2.775578947368421,85.78883299999127,0,0.0,1.3933491706848145,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,5.0,price_rank_daily,True,185.59313354994623,8.840023916645151,194.43315746659138,185.17949916151963,0.41363438842659517,114.70071217439686,9.267967002,0.0,466.69384210526215,423.56619249992457,466.69384210526215,0.0,777.1296496052546,0.0,2.803578947368421,84.71323849998491,0,6.938893903907228e-18,1.393395185470581,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,5.0,peak_shaving,True,181.55845734798683,12.87470011860455,194.43315746659138,181.64694549959597,-0.0884881516091476,115.76708204109966,4.669043473499999,3.034821052631429,36.88478371190826,32.78043729999743,36.88478371190826,0.0,738.1063464118238,0.0,1.964,6.556087459999486,0,0.0,1.390753984451294,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,5.0,self_consumption_peak_shaving,True,182.0239786653256,12.409178801265796,194.43315746659138,181.96807271219507,0.05590595313052468,115.69739044709995,5.059862280099999,2.1621052631577444,40.6705746127277,37.02619358798704,40.6705746127277,0.0,737.646381024659,0.0,1.964,7.405238717597408,0,0.0,1.4228448867797852,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,5.0,price_oracle,False,178.17634201909655,16.25681544749483,194.43315746659138,178.57238606089953,-0.39604404180298,112.55325984229664,4.8083062335,4.893684210526316,484.0478282548471,434.5791649999527,484.0478282548471,0.0,783.4706632548375,0.0,2.775578947368421,86.91583299999054,0,0.0,1.3935377597808838,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,5.0,milp_full_period,False,173.57903389570683,20.854123570884553,194.43315746659138,173.57903389570683,0.0,109.99348693139642,2.3747269790999996,2.5000000008157888,374.2699769630006,337.7786549999805,374.2699769630006,0.0,770.493321962968,0.0,2.7715789600000003,67.5557309999961,1,2.5466315753223945e-07,34.91769289970398,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,10.0,no_battery,True,194.43315746659138,0.0,194.43315746659138,194.43315746659138,0.0,115.75162612539978,17.470711356000002,5.0,0.0,0.0,0.0,0.0,734.0019999999062,0.0,3.796,0.0,0,0.0,1.3532490730285645,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,10.0,self_consumption,True,194.5531044522457,-0.11994698565430895,194.43315746659138,193.7258356753925,0.8272687768531903,115.0443043341998,17.470711356000002,0.0,0.0,4.750000000000002,0.0,0.0,729.251999999899,0.0,3.796,0.4750000000000002,0,0.0,1.3922920227050781,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,10.0,fixed_schedule,True,180.3606066368298,14.072550829761582,194.43315746659138,180.38533761921153,-0.024730982381717104,114.65622033999777,4.518297294,5.14947368421053,659.5580858725758,595.1091724999011,659.5580858725758,0.0,798.4509133725697,0.0,3.796,59.51091724999011,0,0.0,1.3980143070220947,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,10.0,delayed_pv_charge,True,194.5531044522457,-0.11994698565430895,194.43315746659138,193.7258356753925,0.8272687768531903,115.0443043341998,17.470711356000002,0.0,0.0,4.750000000000002,0.0,0.0,729.251999999899,0.0,3.796,0.4750000000000002,0,0.0,1.3823580741882324,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,10.0,price_threshold,True,174.48573290757213,19.947424559019254,194.43315746659138,175.2954113378017,-0.8096784302295752,112.9764974565964,1.108093896,9.893684210526317,498.6160664819927,445.35199999995245,498.6160664819927,0.0,787.2660664819927,0.0,3.796,44.53519999999524,0,0.0,1.3848388195037842,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,10.0,price_rank_daily,True,186.0497390216751,8.383418444916288,194.43315746659138,185.2224702448219,0.8272687768531903,114.74368325769666,9.267967002,0.0,504.1508227146804,459.74611749991055,504.1508227146804,0.0,778.4067052146715,0.0,3.796,45.974611749991055,0,6.938893903907228e-18,1.3584280014038086,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,10.0,peak_shaving,True,179.37186248329147,15.061294983299916,194.43315746659138,178.96729844389608,0.40456403939538466,115.30988085069981,2.4465976079999994,2.5548210526312425,35.01557595567545,33.92447729999748,35.01557595567545,0.0,735.0930986555859,0.0,1.964,3.3924477299997475,0,0.0,1.4037048816680908,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius,5,Redni 2T,10.0,self_consumption_peak_shaving,True,179.83284823661475,14.60030922997663,194.43315746659138,179.41069385059575,0.42215438601899996,115.35703491489981,2.8428389505999996,2.448505263157558,41.9747177706224,40.30610278798721,41.9747177706224,0.0,735.6706149825485,0.0,1.964,4.03061027879872,0,0.0,1.4238929748535156,GENI_REDNI,1m,prev1m_cyclic_unbounded
