Dataset,Household,Tariff,Capacity_kWh,Controller,Causal,Cost_EUR_Closed,Savings_EUR,No_Battery_EUR,Cost_EUR,Terminal_SOC_Adj_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Paket_ID,Peak_Reset,Agreed_Power
Fluvius_PV,2,Redni 1T,5.0,no_battery,True,226.4183707811976,0.0,226.4183707811976,226.4183707811976,0.0,86.52327561800156,3.159477594,2.5,0.0,0.0,0.0,0.0,1515.0799999999763,2647.888999999998,3.956,0.0,0,0.0,1.3865997791290283,GENI_SAMO_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,2,Redni 1T,5.0,self_consumption,True,150.75596196166578,75.66240881953183,226.4183707811976,150.35843959978342,0.3975223618823635,10.954224056600514,2.6685979740000003,0.0,918.0271080332379,830.8944650000001,0.0,0.0,684.1855350000002,1729.8618919667583,3.956,166.17889300000002,0,5.551115123125783e-17,1.3988001346588135,GENI_SAMO_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,2,Redni 1T,5.0,fixed_schedule,True,210.0598028467722,16.358567934425423,226.4183707811976,209.66228048488983,0.3975223618823635,72.18004714370059,0.7466157720000001,0.0,1331.7072077562057,1204.2407549999973,1011.2114404431918,0.0,1322.0506854432176,2327.393232686982,3.956,240.84815099999946,0,0.0,1.3977580070495605,GENI_SAMO_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,2,Redni 1T,5.0,delayed_pv_charge,True,152.2950747218686,74.12329605932902,226.4183707811976,151.89755235998624,0.3975223618823635,12.493336816800422,2.6685979740000003,0.0,899.2186982561228,813.9198751761493,0.0,0.0,701.1601248238504,1748.6703017438774,3.956,162.78397503522984,0,5.551115123125783e-17,1.393960952758789,GENI_SAMO_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,2,Redni 1T,5.0,price_threshold,True,166.94033012355547,59.47804065764214,226.4183707811976,166.54280776167312,0.3975223618823635,27.138592218500648,2.668597974,0.0,723.674083102491,655.4908599999955,0.0,0.0,859.5891400000042,1924.2149168975063,3.956,131.0981719999991,0,2.7755575615628914e-17,1.3973851203918457,GENI_SAMO_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,2,Redni 1T,5.0,price_rank_daily,True,150.75596196166578,75.66240881953183,226.4183707811976,150.35843959978342,0.3975223618823635,10.954224056600514,2.6685979740000003,0.0,918.0271080332379,830.8944650000001,0.0,0.0,684.1855350000002,1729.8618919667583,3.956,166.17889300000002,0,5.551115123125783e-17,1.407257080078125,GENI_SAMO_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,2,Redni 1T,5.0,peak_shaving,True,215.31645213936622,11.10191864183139,226.4183707811976,215.14924359709698,0.16720854226923568,78.41362602790133,0.0,1.4484331052631654,96.67057224376738,88.24417999999997,0.5157800000000006,0.0,1427.3515999999865,2551.7342077562325,1.7385600000000012,17.648835999999996,0,0.0,1.415804147720337,GENI_SAMO_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,2,Redni 1T,5.0,self_consumption_peak_shaving,True,156.92960984980974,69.48876093138787,226.4183707811976,156.6100004397758,0.3196094100339229,19.355977290600354,0.51840558,0.4899910000000005,842.9371667035791,762.6603014999818,22.906913407176052,0.0,775.3266119071924,1827.858746703594,3.656,152.53206029999635,0,0.0,1.4180209636688232,GENI_SAMO_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,2,Redni 1T,5.0,price_oracle,False,167.5491409614543,58.86922981974331,226.4183707811976,167.15161859957195,0.3975223618823635,27.747403056400596,2.668597974,0.0,716.1619252077546,648.7111374999952,0.0,0.0,866.368862500004,1931.727074792242,3.956,129.74222749999905,0,2.7755575615628914e-17,1.3923420906066895,GENI_SAMO_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,2,Redni 1T,5.0,milp_full_period,False,147.5721120043848,78.84625877681282,226.4183707811976,147.5721120043848,0.0,10.836494435200272,0.0,2.500000000000001,918.0271080168094,828.5194649999999,4.670742959067553e-15,0.0,686.5605349999997,1729.861891983185,3.304,165.70389299999997,1,1.7126338569539712e-08,27.784242868423462,GENI_SAMO_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,2,Redni 1T,10.0,no_battery,True,226.4183707811976,0.0,226.4183707811976,226.4183707811976,0.0,86.52327561800156,3.159477594,5.0,0.0,0.0,0.0,0.0,1515.0799999999763,2647.888999999998,3.956,0.0,0,0.0,1.3894000053405762,GENI_SAMO_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,2,Redni 1T,10.0,self_consumption,True,144.28137429045427,82.13699649074334,226.4183707811976,143.48632956668953,0.795044723764727,4.082114023500398,2.6685979740000003,0.0,997.2150387811612,904.736572500003,0.0,0.0,610.3434275000008,1650.6739612188367,3.956,90.4736572500003,0,3.469446951953614e-18,1.3896679878234863,GENI_SAMO_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,2,Redni 1T,10.0,fixed_schedule,True,211.65058645235843,14.767784328839184,226.4183707811976,210.8555417285937,0.795044723764727,73.98639691940058,0.13352724,0.0,1496.5779418282546,1355.4115924999885,1175.7168005540184,0.0,1335.3852080540157,2327.0278587257626,3.9560000000000004,135.54115924999886,0,0.0,1.4035000801086426,GENI_SAMO_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,2,Redni 1T,10.0,delayed_pv_charge,True,144.7606333398548,81.65773744134282,226.4183707811976,143.96558861609006,0.795044723764727,4.561373072900257,2.6685979740000003,0.0,991.2388020687187,899.3430188670213,0.0,0.0,615.7369811329818,1656.6501979312786,3.956,89.93430188670213,0,3.469446951953614e-18,1.4218659400939941,GENI_SAMO_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_PV,2,Redni 1T,10.0,price_threshold,True,161.2002808458442,65.21808993535342,226.4183707811976,160.40523612207946,0.795044723764727,21.001020578900555,2.668597974,0.0,794.0660110803307,721.3945749999964,0.0,0.0,793.6854250000029,1853.822988919664,3.956,72.13945749999964,0,2.7755575615628914e-17,1.4045920372009277,GENI_SAMO_REDNI,1m,prev1m_cyclic_unbounded
