Dataset,Household,Tariff,Capacity_kWh,Controller,Causal,Cost_EUR_Closed,Savings_EUR,No_Battery_EUR,Cost_EUR,Terminal_SOC_Adj_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Paket_ID,Peak_Reset,Agreed_Power
Fluvius_HP,5,Redni 2T,5.0,no_battery,True,1952.5779532373037,0.0,1952.5779532373037,1952.5779532373037,0.0,1557.0769001546184,0.71681925,2.5,0.0,0.0,0.0,0.0,9968.576286000054,0.0,9.916,0.0,0,0.0,1.3877499103546143,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Redni 2T,5.0,self_consumption,True,1952.648494650731,-0.07054141342723597,1952.5779532373037,1952.2348602623044,0.41363438842659517,1556.7338071796185,0.71681925,0.0,0.0,2.375,0.0,0.0,9966.201286000056,0.0,9.916,0.475,0,0.0,1.403372049331665,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Redni 2T,5.0,fixed_schedule,True,1947.6386541957036,4.939299041600179,1952.5779532373037,1947.225019807277,0.41363438842659517,1551.72396672432,0.71681925,0.0,1923.2484210525727,1738.1066999999944,1923.2484210525727,0.0,10153.718007052703,0.0,9.916,347.6213399999989,0,5.551115123125783e-17,1.4123740196228027,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Redni 2T,5.0,delayed_pv_charge,True,1952.648494650731,-0.07054141342723597,1952.5779532373037,1952.2348602623044,0.41363438842659517,1556.7338071796185,0.71681925,0.0,0.0,2.375,0.0,0.0,9966.201286000056,0.0,9.916,0.475,0,0.0,1.419616937637329,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Redni 2T,5.0,price_threshold,True,1943.9359233136163,8.64202992368746,1952.5779532373037,1944.039331910723,-0.10340859710664864,1548.9573612538,0.297736824,3.124999999999999,1744.3277562326355,1573.6620500000001,1744.3277562326355,0.0,10139.24199223277,0.0,9.916,314.73241,0,5.551115123125783e-17,1.4118931293487549,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Redni 2T,5.0,price_rank_daily,True,1959.9844084957042,-7.406455258400456,1952.5779532373037,1959.5707741072777,0.41363438842659517,1564.0697210244186,0.71681925,0.0,1191.480999999968,1077.6866024999963,1191.480999999968,0.0,10082.370683500129,0.0,9.916,215.53732049999925,0,1.3877787807814457e-17,1.4049289226531982,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Redni 2T,5.0,peak_shaving,True,1951.9863527443827,0.5916004929210885,1952.5779532373037,1951.6848681362017,0.3014846081809449,1556.9006343035146,0.0,0.6778315789473623,61.38088614958275,57.1273097499985,61.38088614958275,0.0,9972.829862399696,0.0,9.656,11.4254619499997,0,0.0,1.3992860317230225,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Redni 2T,5.0,self_consumption_peak_shaving,True,1952.017382382794,0.5605708545097059,1952.5779532373037,1951.6250061895048,0.39237619328918466,1556.840772356818,0.0,0.1284842105263153,55.136804892164264,52.01390641517816,55.136804892164264,0.0,9971.699184477093,0.0,9.656,10.402781283035633,0,0.0,1.431635856628418,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Redni 2T,5.0,price_oracle,False,1943.551421270926,9.02653196637766,1952.5779532373037,1943.6548298680327,-0.10340859710664864,1548.5728592111016,0.297736824,3.124999999999999,1815.0681994459298,1637.5052999999994,1815.0681994459298,0.0,10146.139185446053,0.0,9.916,327.5010599999999,0,5.551115123125783e-17,1.419126033782959,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Redni 2T,5.0,milp_full_period,False,1933.4981871765922,19.079766060711563,1952.5779532373037,1933.4981871765922,0.0,1538.7139533437119,0.0,2.500000012000001,1297.4914189124056,1170.9859999999992,1297.4914189124056,0.0,10095.081704912482,0.0,9.87157896,234.19719999999984,1,9.178947824040051e-08,26.34061288833618,GENI_REDNI,1m,prev1m_cyclic_unbounded
Fluvius_HP,5,Redni 2T,10.0,no_battery,True,1952.5779532373037,0.0,1952.5779532373037,1952.5779532373037,0.0,1557.0769001546184,0.71681925,5.0,0.0,0.0,0.0,0.0,9968.576286000054,0.0,9.916,0.0,0,0.0,1.3678719997406006,GENI_REDNI,1m,prev1m_cyclic_unbounded
