Dataset,Household,Tariff,Capacity_kWh,Controller,Causal,Cost_EUR_Closed,Savings_EUR,No_Battery_EUR,Cost_EUR,Terminal_SOC_Adj_EUR,Energy_EUR,Power_EUR,Final_SOC_kWh,Charged_kWh,Discharged_kWh,Grid_Charged_kWh,Curtailed_kWh,Import_kWh,Export_kWh,Peak_Import_kW,Equivalent_Full_Cycles,N_Solves,SOC_Drift_kWh,Runtime_s,Paket_ID,Peak_Reset,Agreed_Power
Fluvius_PV_HP,1,Aktivni,5.0,no_battery,True,1016.9859259153085,0.0,1016.9859259153085,1016.9859259153085,0.0,799.519679387398,14.558306531999998,2.5,0.0,0.0,0.0,0.0,4908.149,1916.8629999999898,9.252,0.0,0,0.0,1.387326955795288,GENI_SAMO_AKTIVNI,1m,prev1m_cyclic_unbounded
Fluvius_PV_HP,1,Aktivni,5.0,self_consumption,True,854.5567343672292,162.4291915480793,1016.9859259153085,854.1076771870145,0.4490571802146608,636.7700832112027,14.42965398,0.0,1136.1892132963937,1027.7857650000055,0.0,0.0,3880.363235000013,780.6737867036013,9.252,205.5571530000011,0,5.551115123125783e-17,1.3966588973999023,GENI_SAMO_AKTIVNI,1m,prev1m_cyclic_unbounded
Fluvius_PV_HP,1,Aktivni,5.0,fixed_schedule,True,959.2517359604511,57.73418995485736,1016.9859259153085,958.8026787802364,0.4490571802146608,744.4005047884018,11.494233995999998,0.0,2378.9096842104796,2149.340989999989,1616.089354570591,0.0,4374.8973645706665,1154.0426703601095,9.252,429.86819799999773,0,5.551115123125783e-17,1.4077050685882568,GENI_SAMO_AKTIVNI,1m,prev1m_cyclic_unbounded
Fluvius_PV_HP,1,Aktivni,5.0,delayed_pv_charge,True,878.444255602649,138.54167031265945,1016.9859259153085,877.9951984224343,0.4490571802146608,660.536216046605,14.551042379999998,0.0,1063.8165169007782,962.4694065029578,0.0,0.0,3945.6795934970655,853.0464830992205,9.252,192.49388130059157,0,5.551115123125783e-17,1.4219250679016113,GENI_SAMO_AKTIVNI,1m,prev1m_cyclic_unbounded
Fluvius_PV_HP,1,Aktivni,5.0,price_threshold,True,836.0677530573417,180.91817285796674,1016.9859259153085,835.618695877127,0.4490571802146608,623.9568479213062,8.75390796,0.0,1864.4243462603356,1685.0179725000005,1703.165584487504,0.0,4926.296611987545,1755.6042382271394,9.252,337.0035945000001,0,2.7755575615628914e-17,1.419003963470459,GENI_SAMO_AKTIVNI,1m,prev1m_cyclic_unbounded
Fluvius_PV_HP,1,Aktivni,5.0,price_rank_daily,True,800.549141293021,216.43678462228752,1016.9859259153085,800.1000841128063,0.4490571802146608,588.9468535530049,8.245290564,0.0,2030.8613490304235,1835.2273674999924,1306.7761385041342,0.0,4379.697771004162,1192.7777894736819,9.252,367.0454734999985,0,5.551115123125783e-17,1.426084280014038,GENI_SAMO_AKTIVNI,1m,prev1m_cyclic_unbounded
Fluvius_PV_HP,1,Aktivni,5.0,peak_shaving,True,989.0400888672887,27.945837048019825,1016.9859259153085,989.3955019278076,-0.35541306051895877,786.1218793768977,0.365682555,4.478662607894735,116.98236784210532,103.69685749999991,15.568905681438974,0.0,4820.021048181434,1815.4495378393265,6.877000000000001,20.739371499999983,0,0.0,1.4055230617523193,GENI_SAMO_AKTIVNI,1m,prev1m_cyclic_unbounded
Fluvius_PV_HP,1,Aktivni,5.0,self_consumption_peak_shaving,True,878.7935525405404,138.19237337476807,1016.9859259153085,878.7935525405403,7.817320774889814e-14,674.0141205128051,1.8714920319000001,2.499999999999565,907.4377470180901,818.962566683832,67.0123464640669,0.0,4156.19877978025,1076.4375994459713,6.877000000000001,163.7925133367664,0,5.551115123125783e-17,1.4433801174163818,GENI_SAMO_AKTIVNI,1m,prev1m_cyclic_unbounded
Fluvius_PV_HP,1,Aktivni,5.0,price_oracle,False,835.9595218830412,181.02640403226724,1016.9859259153085,835.5104647028265,0.4490571802146608,623.848616747006,8.75390796,0.0,1870.172504155072,1690.205685000001,1711.4187423822402,0.0,4929.362057382281,1758.10923822714,9.252,338.0411370000002,0,2.7755575615628914e-17,1.4186112880706787,GENI_SAMO_AKTIVNI,1m,prev1m_cyclic_unbounded
Fluvius_PV_HP,1,Aktivni,5.0,milp_full_period,False,753.6226825896051,263.36324332570337,1016.9859259153085,753.6226825896051,0.0,550.3490600388034,0.365682555,2.499999998947368,1989.2925123327016,1795.3364874999957,1027.1659190547234,0.0,4209.876111554749,1024.6340867220904,6.877000000000001,359.06729749999914,1,4.644737128245424e-08,29.58664584159851,GENI_SAMO_AKTIVNI,1m,prev1m_cyclic_unbounded
Fluvius_PV_HP,1,Aktivni,10.0,no_battery,True,1016.9859259153085,0.0,1016.9859259153085,1016.9859259153085,0.0,799.519679387398,14.558306531999998,5.0,0.0,0.0,0.0,0.0,4908.149,1916.8629999999898,9.252,0.0,0,0.0,1.3900880813598633,GENI_SAMO_AKTIVNI,1m,prev1m_cyclic_unbounded
Fluvius_PV_HP,1,Aktivni,10.0,self_consumption,True,831.7436713975251,185.2422545177834,1016.9859259153085,830.8455570370958,0.8981143604293216,613.7281707413017,14.209446299999998,0.0,1432.0274515235394,1297.1547749999995,0.0,0.0,3610.994225000016,484.8355484764547,9.252,129.71547749999996,0,5.551115123125783e-17,1.3926448822021484,GENI_SAMO_AKTIVNI,1m,prev1m_cyclic_unbounded
Fluvius_PV_HP,1,Aktivni,10.0,fixed_schedule,True,975.4916694413705,41.49425647393798,1016.9859259153085,974.5935550809412,0.8981143604293216,764.4129084411095,7.272706644,0.0,3445.6114958448607,3114.414374999998,2666.756686980592,0.0,4460.491311980608,1138.0081911357336,9.252,311.4414374999998,0,1.1102230246251565e-16,1.4049808979034424,GENI_SAMO_AKTIVNI,1m,prev1m_cyclic_unbounded
