KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,158.16,96.81 (-38.8 %),113.94 (-28.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),17.13 (+10.8 %)
Energy bought (kWh),2471.0,1437.9 (-41.8 %),1715.9 (-30.6 %)
Energy sold (kWh),1453.2,306.4 (-78.9 %),584.7 (-59.8 %)
