KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,238.36,121.32 (-49.1 %),188.10 (-21.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),66.79 (+28.0 %)
Energy bought (kWh),4018.0,2085.5 (-48.1 %),3185.5 (-20.7 %)
Energy sold (kWh),3862.8,1719.2 (-55.5 %),2817.6 (-27.1 %)
