KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,988.03,723.35 (-26.8 %),807.13 (-18.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),83.79 (+8.5 %)
Energy bought (kWh),4741.6,4390.9 (-7.4 %),4777.1 (+0.7 %)
Energy sold (kWh),554.7,71.4 (-87.1 %),457.7 (-17.5 %)
