KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,562.65,256.21 (-54.5 %),406.48 (-27.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),150.27 (+26.7 %)
Energy bought (kWh),3082.3,1607.0 (-47.9 %),2611.6 (-15.3 %)
Energy sold (kWh),2034.4,382.1 (-81.2 %),1387.0 (-31.8 %)
