KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,258.13,207.81 (-19.5 %),244.62 (-5.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),36.81 (+14.3 %)
Energy bought (kWh),3270.6,2497.4 (-23.6 %),3107.6 (-5.0 %)
Energy sold (kWh),1022.8,164.9 (-83.9 %),772.1 (-24.5 %)
