KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,673.56,442.86 (-34.3 %),547.48 (-18.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),104.62 (+15.5 %)
Energy bought (kWh),3304.8,2763.7 (-16.4 %),3436.9 (+4.0 %)
Energy sold (kWh),723.4,61.0 (-91.6 %),719.0 (-0.6 %)
