KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,693.23,479.10 (-30.9 %),563.06 (-18.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),83.95 (+12.1 %)
Energy bought (kWh),3203.1,2924.6 (-8.7 %),3406.2 (+6.3 %)
Energy sold (kWh),493.6,107.2 (-78.3 %),585.6 (+18.6 %)
