KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,791.67,546.39 (-31.0 %),639.51 (-19.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),93.12 (+11.8 %)
Energy bought (kWh),3740.4,3585.6 (-4.1 %),3862.6 (+3.3 %)
Energy sold (kWh),285.4,9.6 (-96.6 %),305.3 (+7.0 %)
