KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,2027.36,1723.11 (-15.0 %),1887.35 (-6.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),164.25 (+8.1 %)
Energy bought (kWh),12190.6,12110.1 (-0.7 %),13282.7 (+9.0 %)
Energy sold (kWh),382.5,12.0 (-96.9 %),1196.5 (+212.8 %)
