KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,396.82,350.34 (-11.7 %),377.38 (-4.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),27.04 (+6.8 %)
Energy bought (kWh),4949.2,4272.5 (-13.7 %),4712.7 (-4.8 %)
Energy sold (kWh),790.7,38.4 (-95.1 %),494.8 (-37.4 %)
