KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost (USD),540.35,338.68 (-37.3 %),346.94 (-35.8 %)
Regret vs perfect foresight (USD),—,0.00 (0.0 %),8.26 (+1.5 %)
Energy bought (kWh),2926.9,2839.2 (-3.0 %),2859.3 (-2.3 %)
Energy sold (kWh),356.1,41.0 (-88.5 %),76.7 (-78.5 %)
