KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,490.13,432.50 (-11.8 %),462.98 (-5.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),30.48 (+6.2 %)
Energy bought (kWh),6218.9,5361.4 (-13.8 %),5844.1 (-6.0 %)
Energy sold (kWh),988.9,37.6 (-96.2 %),521.6 (-47.3 %)
