KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1176.20,904.68 (-23.1 %),1015.11 (-13.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),110.44 (+9.4 %)
Energy bought (kWh),6218.9,5396.5 (-13.2 %),6054.1 (-2.7 %)
Energy sold (kWh),988.9,25.1 (-97.5 %),694.7 (-29.8 %)
