KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,383.79,358.19 (-6.7 %),378.05 (-1.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),19.86 (+5.2 %)
Energy bought (kWh),4741.6,4370.6 (-7.8 %),4700.2 (-0.9 %)
Energy sold (kWh),554.7,141.8 (-74.4 %),488.0 (-12.0 %)
