KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,988.03,723.35 (-26.8 %),795.09 (-19.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),71.74 (+7.3 %)
Energy bought (kWh),4741.6,4390.9 (-7.4 %),5000.6 (+5.5 %)
Energy sold (kWh),554.7,71.4 (-87.1 %),657.0 (+18.4 %)
