KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,421.38,209.80 (-50.2 %),279.11 (-33.8 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),69.32 (+16.4 %)
Energy bought (kWh),2171.0,1436.5 (-33.8 %),1743.8 (-19.7 %)
Energy sold (kWh),1009.2,158.5 (-84.3 %),468.1 (-53.6 %)
