KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,363.60,202.55 (-44.3 %),257.27 (-29.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),54.72 (+15.0 %)
Energy bought (kWh),2471.0,1392.0 (-43.7 %),1681.0 (-32.0 %)
Energy sold (kWh),1453.2,252.2 (-82.6 %),541.7 (-62.7 %)
