KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,909.52,680.68 (-25.2 %),694.25 (-23.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),13.57 (+1.5 %)
Energy bought (kWh),4534.2,4389.1 (-3.2 %),4444.1 (-2.0 %)
Energy sold (kWh),274.7,11.8 (-95.7 %),75.4 (-72.6 %)
