KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,261.57,207.72 (-20.6 %),245.53 (-6.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),37.81 (+14.5 %)
Energy bought (kWh),3410.8,2618.8 (-23.2 %),3239.5 (-5.0 %)
Energy sold (kWh),906.3,26.3 (-97.1 %),683.5 (-24.6 %)
