KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,563.77,402.63 (-28.6 %),450.81 (-20.0 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),48.18 (+8.5 %)
Energy bought (kWh),3185.0,2589.9 (-18.7 %),2828.1 (-11.2 %)
Energy sold (kWh),821.9,124.6 (-84.8 %),362.5 (-55.9 %)
