KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost (USD),631.30,338.57 (-46.4 %),343.00 (-45.7 %)
Regret vs perfect foresight (USD),—,0.00 (0.0 %),4.42 (+0.7 %)
Energy bought (kWh),2834.8,2796.0 (-1.4 %),2813.8 (-0.7 %)
Energy sold (kWh),295.6,24.5 (-91.7 %),48.9 (-83.5 %)
