KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,242.88,202.85 (-16.5 %),233.78 (-3.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),30.92 (+12.7 %)
Energy bought (kWh),3185.0,2567.7 (-19.4 %),3089.6 (-3.0 %)
Energy sold (kWh),821.9,136.0 (-83.5 %),680.3 (-17.2 %)
