KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,426.56,388.40 (-8.9 %),419.20 (-1.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),30.80 (+7.2 %)
Energy bought (kWh),5156.5,4625.0 (-10.3 %),5119.1 (-0.7 %)
Energy sold (kWh),603.5,12.9 (-97.9 %),533.1 (-11.7 %)
