KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,383.79,352.40 (-8.2 %),367.18 (-4.3 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),14.77 (+3.8 %)
Energy bought (kWh),4741.6,4312.6 (-9.0 %),4555.3 (-3.9 %)
Energy sold (kWh),554.7,77.5 (-86.0 %),325.4 (-41.3 %)
