KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,610.41,393.37 (-35.6 %),485.52 (-20.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),92.16 (+15.1 %)
Energy bought (kWh),3270.6,2518.6 (-23.0 %),3271.1 (+0.0 %)
Energy sold (kWh),1022.8,141.5 (-86.2 %),897.9 (-12.2 %)
