KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,926.29,646.29 (-30.2 %),742.05 (-19.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),95.77 (+10.3 %)
Energy bought (kWh),4569.7,3994.1 (-12.6 %),4511.2 (-1.3 %)
Energy sold (kWh),768.3,43.5 (-94.3 %),576.7 (-24.9 %)
