KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,304.47,277.07 (-9.0 %),313.18 (+2.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),36.11 (+11.9 %)
Energy bought (kWh),3740.4,3604.2 (-3.6 %),4215.6 (+12.7 %)
Energy sold (kWh),285.4,17.7 (-93.8 %),639.4 (+124.1 %)
