KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,673.56,442.86 (-34.3 %),535.74 (-20.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),92.88 (+13.8 %)
Energy bought (kWh),3304.8,2763.7 (-16.4 %),3197.6 (-3.2 %)
Energy sold (kWh),723.4,61.0 (-91.6 %),493.0 (-31.8 %)
