KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,270.78,229.55 (-15.2 %),254.29 (-6.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),24.74 (+9.1 %)
Energy bought (kWh),3304.8,2712.9 (-17.9 %),3110.3 (-5.9 %)
Energy sold (kWh),723.4,66.4 (-90.8 %),457.6 (-36.7 %)
