KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,238.36,121.32 (-49.1 %),178.21 (-25.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),56.89 (+23.9 %)
Energy bought (kWh),4018.0,2085.5 (-48.1 %),3004.8 (-25.2 %)
Energy sold (kWh),3862.8,1719.2 (-55.5 %),2627.8 (-32.0 %)
