KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,383.79,352.40 (-8.2 %),375.59 (-2.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),23.19 (+6.0 %)
Energy bought (kWh),4741.6,4312.6 (-9.0 %),4690.6 (-1.1 %)
Energy sold (kWh),554.7,77.5 (-86.0 %),463.5 (-16.4 %)
