KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,811.19,608.19 (-25.0 %),720.97 (-11.1 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),112.78 (+13.9 %)
Energy bought (kWh),4365.1,4358.6 (-0.1 %),4899.7 (+12.2 %)
Energy sold (kWh),187.6,13.7 (-92.7 %),580.7 (+209.5 %)
