KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,238.36,121.32 (-49.1 %),194.25 (-18.5 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),72.93 (+30.6 %)
Energy bought (kWh),4018.0,2085.5 (-48.1 %),3296.1 (-18.0 %)
Energy sold (kWh),3862.8,1719.2 (-55.5 %),2932.0 (-24.1 %)
