KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,257.30,231.78 (-9.9 %),249.91 (-2.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),18.13 (+7.0 %)
Energy bought (kWh),3203.1,2853.5 (-10.9 %),3140.6 (-1.9 %)
Energy sold (kWh),493.6,106.0 (-78.5 %),399.4 (-19.1 %)
