KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,471.40,262.51 (-44.3 %),343.20 (-27.2 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),80.69 (+17.1 %)
Energy bought (kWh),2330.6,1677.5 (-28.0 %),2232.8 (-4.2 %)
Energy sold (kWh),782.1,21.4 (-97.3 %),573.8 (-26.6 %)
