KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,610.41,393.37 (-35.6 %),470.39 (-22.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),77.02 (+12.6 %)
Energy bought (kWh),3270.6,2518.6 (-23.0 %),3128.9 (-4.3 %)
Energy sold (kWh),1022.8,141.5 (-86.2 %),733.3 (-28.3 %)
