KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,1636.31,1343.94 (-17.9 %),1427.85 (-12.7 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),83.91 (+5.1 %)
Energy bought (kWh),8193.7,8030.3 (-2.0 %),8722.3 (+6.5 %)
Energy sold (kWh),321.3,9.8 (-97.0 %),664.3 (+106.8 %)
