KPI,No battery,Perfect foresight,Forecast (Prophet)
Total cost,687.94,425.31 (-38.2 %),441.08 (-35.9 %)
Regret vs perfect foresight (% of no-battery cost),—,0.00 (+0.0 %),15.77 (+2.3 %)
Energy bought (kWh),3410.8,2651.8 (-22.3 %),2794.2 (-18.1 %)
Energy sold (kWh),906.3,18.2 (-98.0 %),172.1 (-81.0 %)
